forecast_values
7.598474
7.42808
7.356862
7.324758
7.4063783
7.6950536
8.065906
8.443252
8.850666
9.059295
9.160333
9.034083
8.737202
8.369969
7.979248
7.6318083
7.2350955
6.8481083
6.530194
6.3112993
6.155885
6.2086544
6.263425
6.259938
6.108655
5.9196734
5.7571373
5.6582365
5.7794924
6.0486455
6.498337
7.0765657
7.5581555
7.8958735
8.004779
7.94722
7.799938
7.508714
7.1799054
6.771135
6.441769
5.997311
5.607528
5.330258
5.142425
5.1337748
5.173218
5.134814
5.0548663
4.916755
4.7358828
4.6557155
4.779037
5.211625
5.756931
6.344882
6.9414206
7.3334155
7.4799113
7.517827
7.3560834
6.9984384
6.6370344
6.23571
5.9208536
5.5524187
5.1255107
4.846824
4.6166077
4.5784044
4.5655265
4.504952
4.3322783
4.148631
3.995499
3.9583313
4.152373
4.5716453
5.130657
5.6690354
6.198914
6.5739884
6.8591495
6.847182
6.747501
6.4008064
6.1164107
5.667842
5.2756047
4.9181566
4.639247
4.3071876
4.1201687
4.156088
4.216195
4.2489376
