forecast_values
21.080755596990784
21.30287397467633
21.79467142188092
21.861299877996643
21.711051350469788
20.910015469427307
20.00470960700055
18.445639973516663
17.11559141242047
15.848319416876038
14.856960183019837
14.31383121573468
14.17581999861737
13.832062846059998
13.594559317465027
12.90281272494336
12.346836095686157
12.279853707189758
12.766029721136292
14.396915083761414
16.263017540807923
18.558787709112366
20.141436940069397
20.9880412872984
21.746866589422424
22.459678059454163
22.671557789678772
22.943208104009827
22.553900128240784
21.56553781592389
20.393488293523987
18.973639374609192
16.931548004980286
15.656815415258606
14.687150841589173
14.221373206014832
14.103186493749817
13.927522545690735
13.408361798162659
12.98018920981427
12.408139711256226
12.916214352483948
13.510077601309021
14.715294962759216
17.08303630911847
19.190124874944885
20.586305027837952
21.819943791265686
22.53490293585797
22.846513157720764
23.536137944097717
23.619419461126526
22.811918621893128
22.45465505682965
20.80965459906598
19.306867009039124
17.423327332372864
16.01042593085309
15.232767468328674
14.919783717031677
14.55439746939679
14.25885999762555
13.869420414800842
13.3158057984068
13.366352682943543
13.357457047338684
14.046966200704773
15.494292622442444
17.294556504125794
19.318499928350647
20.73120058142682
22.0120366867735
22.84519517981549
23.14946115576764
23.584865933294495
23.63052976691266
23.08701360785504
22.109423046941956
21.05577505194684
18.972438698644837
17.37480295264264
16.1950405892088
15.312568550939758
14.912669068212708
14.55342090689679
14.44280136191388
14.098120337362488
13.60525286757489
13.066562538976868
13.110046511526306
13.72093332373639
15.154774552221497
16.986253624792298
18.678846245641907
20.6384958084776
21.929815655584534
